"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","867","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","472","legacy","xpyriment","0.9416666666666667","n","867","0.88","hard","shirtje","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","292522","292521","0","293027","0","105738","115796","NA","0","NA","0","0","115005","293894","57907","NA","292521","LexicalDecision"
"No","654","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","592","legacy","xpyriment","0.9421487603305785","m","654","0.92","hard","hatte","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","293977","293976","0","294606","0","105738","115796","NA","0","NA","0","0","115005","295260","57907","NA","293975","LexicalDecision"
"No","1265","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","486","legacy","xpyriment","0.9426229508196722","m","1265","0.92","hard","zeling","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","295343","295342","0","295863","0","105738","115796","NA","0","NA","0","0","115005","297129","57907","NA","295342","LexicalDecision"
"No","593","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","398","legacy","xpyriment","0.943089430894309","m","593","0.92","hard","egen","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","297214","297213","0","297648","0","105738","115796","NA","0","NA","0","0","115005","298242","57907","NA","297212","LexicalDecision"
"No","1015","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","405","legacy","xpyriment","0.9435483870967742","m","1015","0.92","hard","hankoor","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","298324","298323","0","298763","0","105738","115796","NA","0","NA","0","0","115005","299778","57907","NA","298323","LexicalDecision"
"No","656","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","586","legacy","xpyriment","0.944","n","656","0.92","easy","begrip","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","299862","299861","0","300479","0","105738","115796","NA","0","NA","0","0","115005","301135","57907","NA","299861","LexicalDecision"
"No","748","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","398","legacy","xpyriment","0.9444444444444444","n","748","0.92","hard","nestjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","301219","301218","0","301653","0","105738","115796","NA","0","NA","0","0","115005","302401","57907","NA","301217","LexicalDecision"
"No","581","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","489","legacy","xpyriment","0.9448818897637795","m","581","0.92","easy","trtsseek","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","302485","302484","0","303005","0","105738","115796","NA","0","NA","0","0","115005","303587","57907","NA","302483","LexicalDecision"
"No","571","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","414","legacy","xpyriment","0.9453125","m","571","0.92","easy","fkjlea","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","303670","303669","0","304115","0","105738","115796","NA","0","NA","0","0","115005","304687","57907","NA","303669","LexicalDecision"
"No","935","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","419","legacy","xpyriment","0.9457364341085271","m","935","0.92","hard","waandach","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","304770","304769","0","305221","0","105738","115796","NA","0","NA","0","0","115005","306157","57907","NA","304768","LexicalDecision"
"No","633","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","581","legacy","xpyriment","0.9461538461538461","n","633","0.92","hard","framboos","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","306239","306238","0","306854","0","105738","115796","NA","0","NA","0","0","115005","307488","57907","NA","306238","LexicalDecision"
"No","700","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","504","legacy","xpyriment","0.9465648854961832","m","700","0.92","hard","beesden","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","307571","307570","0","308106","0","105738","115796","NA","0","NA","0","0","115005","308807","57907","NA","307570","LexicalDecision"
"No","705","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","498","legacy","xpyriment","0.946969696969697","n","705","0.96","hard","gifslang","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","308890","308889","0","309419","0","105738","115796","NA","0","NA","0","0","115005","310125","57907","NA","308889","LexicalDecision"
"No","968","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","489","legacy","xpyriment","0.9473684210526315","n","968","0.96","hard","spatels","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","310209","310208","0","310730","0","105738","115796","NA","0","NA","0","0","115005","311699","57907","NA","310208","LexicalDecision"
"No","828","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","512","legacy","xpyriment","0.9477611940298507","m","828","0.96","hard","slucht","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","311782","311781","0","312327","0","105738","115796","NA","0","NA","0","0","115005","313156","57907","NA","311781","LexicalDecision"
"No","539","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","516","legacy","xpyriment","0.9481481481481482","m","539","0.96","easy","ansa'uf","1","105683","0","105741","NA","NA","NA","0","115800","105738","290404","313238","313237","0","313790","0","105738","115796","NA","0","NA","0","0","115005","314330","57907","NA","313237","LexicalDecision"
"No","1434","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","464","legacy","xpyriment","0.9485294117647058","n","1434","0.96","hard","zitjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","346713","346712","0","347206","0","314436","346655","NA","0","NA","0","0","345655","348641","57907","NA","346712","LexicalDecision"
"No","498","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","430","legacy","xpyriment","0.948905109489051","n","498","0.96","hard","mesjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","348724","348723","0","349183","0","314436","346655","NA","0","NA","0","0","345655","349682","57907","NA","348723","LexicalDecision"
"No","584","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","495","legacy","xpyriment","0.9492753623188406","m","584","0.96","hard","snonning","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","349765","349764","0","350295","0","314436","346655","NA","0","NA","0","0","345655","350880","57907","NA","349764","LexicalDecision"
"No","877","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","485","legacy","xpyriment","0.9496402877697842","m","877","0.96","hard","glijft","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","350962","350961","0","351483","0","314436","346655","NA","0","NA","0","0","345655","352361","57907","NA","350961","LexicalDecision"
"No","585","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","484","legacy","xpyriment","0.95","n","585","0.96","hard","vorkjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","352445","352443","0","352964","0","314436","346655","NA","0","NA","0","0","345655","353550","57907","NA","352443","LexicalDecision"
"No","551","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","451","legacy","xpyriment","0.950354609929078","m","551","0.96","hard","grole","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","353643","353642","0","354128","0","314436","346655","NA","0","NA","0","0","345655","354679","57907","NA","353641","LexicalDecision"
"No","608","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","575","legacy","xpyriment","0.9507042253521126","m","608","0.96","hard","belpt","1","105683","0","314437","314362","NA","NA","0","346658","314436","290404","354761","354760","0","355369","0","314436","346655","NA","0","NA","0","0","345655","355978","57907","NA","354760","LexicalDecision"
"No","1078","0","2","HF","1","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","522","legacy","xpyriment","0.9440559440559441","m","1078","0.92","easy","opdat","1","105683","0","314437","314362","NA","NA","0","346658","314436","357718","356061","356060","0","356617","0","314436","346655","NA","0","NA","0","0","345655","357696","57907","NA","356059","LexicalDecision"
"No","721","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","503","legacy","xpyriment","0.9444444444444444","n","721","0.96","hard","lijkjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","357718","359836","359835","0","360370","0","314436","346655","NA","0","NA","0","0","345655","361092","57907","NA","359835","LexicalDecision"
"No","584","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","417","legacy","xpyriment","0.9448275862068966","m","584","0.96","hard","waarag","1","105683","0","314437","314362","NA","NA","0","346658","314436","357718","361174","361173","0","361624","0","314436","346655","NA","0","NA","0","0","345655","362209","57907","NA","361173","LexicalDecision"
"No","728","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","435","legacy","xpyriment","0.9452054794520548","m","728","0.96","hard","wansen","1","105683","0","314437","314362","NA","NA","0","346658","314436","357718","362292","362291","0","362765","0","314436","346655","NA","0","NA","0","0","345655","363493","57907","NA","362291","LexicalDecision"
"No","491","0","2","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","541","legacy","xpyriment","0.9387755102040817","m","491","0.92","hard","selder","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","363578","363577","0","364157","0","314436","346655","NA","0","NA","0","0","345655","364648","57907","NA","363576","LexicalDecision"
"No","590","1","2","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","540","legacy","xpyriment","0.9391891891891891","m","590","0.92","easy","omforbas","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","366787","366786","0","367365","0","314436","346655","NA","0","NA","0","0","345655","367955","57907","NA","366786","LexicalDecision"
"No","823","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","477","legacy","xpyriment","0.9395973154362416","n","823","0.92","hard","tikker","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","368039","368038","0","368549","0","314436","346655","NA","0","NA","0","0","345655","369373","57907","NA","368038","LexicalDecision"
"No","1054","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","509","legacy","xpyriment","0.94","n","1054","0.92","hard","koetje","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","369455","369454","0","370000","0","314436","346655","NA","0","NA","0","0","345655","371055","57907","NA","369454","LexicalDecision"
"No","721","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","451","legacy","xpyriment","0.9403973509933775","m","721","0.92","hard","partger","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","371138","371137","0","371623","0","314436","346655","NA","0","NA","0","0","345655","372344","57907","NA","371137","LexicalDecision"
"No","660","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","414","legacy","xpyriment","0.9407894736842105","m","660","0.92","hard","voont","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","372427","372426","0","372877","0","314436","346655","NA","0","NA","0","0","345655","373538","57907","NA","372426","LexicalDecision"
"No","628","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","571","legacy","xpyriment","0.9411764705882353","n","628","0.92","hard","racebaan","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","373621","373620","0","374230","0","314436","346655","NA","0","NA","0","0","345655","374859","57907","NA","373620","LexicalDecision"
"No","683","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","581","legacy","xpyriment","0.9415584415584416","n","683","0.92","hard","wandkast","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","374943","374942","0","375560","0","314436","346655","NA","0","NA","0","0","345655","376244","57907","NA","374941","LexicalDecision"
"No","675","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","594","legacy","xpyriment","0.9419354838709677","n","675","0.92","hard","zoentjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","376327","376326","0","376955","0","314436","346655","NA","0","NA","0","0","345655","377630","57907","NA","376326","LexicalDecision"
"No","471","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","575","legacy","xpyriment","0.9423076923076923","n","471","0.92","hard","soepje","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","377712","377711","0","378320","0","314436","346655","NA","0","NA","0","0","345655","378791","57907","NA","377711","LexicalDecision"
"No","462","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","443","legacy","xpyriment","0.9426751592356688","n","462","0.92","hard","traantje","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","378873","378872","0","379349","0","314436","346655","NA","0","NA","0","0","345655","379812","57907","NA","378871","LexicalDecision"
"No","482","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","590","legacy","xpyriment","0.9430379746835443","n","482","0.92","hard","pauzen","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","379894","379893","0","380521","0","314436","346655","NA","0","NA","0","0","345655","381004","57907","NA","379893","LexicalDecision"
"No","611","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","430","legacy","xpyriment","0.9433962264150944","n","611","0.92","hard","maandje","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","381087","381086","0","381550","0","314436","346655","NA","0","NA","0","0","345655","382162","57907","NA","381086","LexicalDecision"
"No","581","1","2","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","443","legacy","xpyriment","0.94375","n","581","0.92","easy","droom","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","382244","382243","0","382720","0","314436","346655","NA","0","NA","0","0","345655","383302","57907","NA","382243","LexicalDecision"
"No","534","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","442","legacy","xpyriment","0.9440993788819876","n","534","0.92","hard","cakes","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","383385","383384","0","383859","0","314436","346655","NA","0","NA","0","0","345655","384394","57907","NA","383383","LexicalDecision"
"No","602","1","2","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","576","legacy","xpyriment","0.9444444444444444","m","602","0.92","easy","pnoesns","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","384477","384476","0","385092","0","314436","346655","NA","0","NA","0","0","345655","385695","57907","NA","384475","LexicalDecision"
"No","554","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","590","legacy","xpyriment","0.9447852760736196","n","554","0.92","hard","zweepjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","364668","385777","385776","0","386405","0","314436","346655","NA","0","NA","0","0","345655","386960","57907","NA","385776","LexicalDecision"
"No","806","0","2","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","407","legacy","xpyriment","0.9390243902439024","n","806","0.88","hard","meeten","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","387042","387041","0","387482","0","314436","346655","NA","0","NA","0","0","345655","388289","57907","NA","387040","LexicalDecision"
"No","501","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","547","legacy","xpyriment","0.9393939393939394","n","501","0.88","hard","beertjes","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","390426","390425","0","391007","0","314436","346655","NA","0","NA","0","0","345655","391509","57907","NA","390425","LexicalDecision"
"No","539","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","543","legacy","xpyriment","0.9397590361445783","n","539","0.88","hard","stortbui","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","391591","391590","0","392170","0","314436","346655","NA","0","NA","0","0","345655","392710","57907","NA","391590","LexicalDecision"
"No","953","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","474","legacy","xpyriment","0.9401197604790419","m","953","0.88","hard","tozen","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","392793","392792","0","393303","0","314436","346655","NA","0","NA","0","0","345655","394257","57907","NA","392792","LexicalDecision"
"No","566","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","432","legacy","xpyriment","0.9404761904761905","m","566","0.92","hard","alde","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","394340","394339","0","394813","0","314436","346655","NA","0","NA","0","0","345655","395380","57907","NA","394339","LexicalDecision"
"No","669","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","478","legacy","xpyriment","0.9408284023668639","n","669","0.92","hard","gieters","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","395462","395461","0","395973","0","314436","346655","NA","0","NA","0","0","345655","396643","57907","NA","395461","LexicalDecision"
"No","572","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","415","legacy","xpyriment","0.9411764705882353","m","572","0.92","hard","jugi","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","396726","396725","0","397175","0","314436","346655","NA","0","NA","0","0","345655","397748","57907","NA","396725","LexicalDecision"
"No","522","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","458","legacy","xpyriment","0.9415204678362573","m","522","0.92","hard","voch","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","397830","397829","0","398325","0","314436","346655","NA","0","NA","0","0","345655","398848","57907","NA","397829","LexicalDecision"
"No","570","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","528","legacy","xpyriment","0.9418604651162791","n","570","0.96","hard","wormpje","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","398930","398929","0","399499","0","314436","346655","NA","0","NA","0","0","345655","400070","57907","NA","398929","LexicalDecision"
"No","764","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","456","legacy","xpyriment","0.9421965317919075","n","764","0.96","hard","rolkraag","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","400152","400151","0","400647","0","314436","346655","NA","0","NA","0","0","345655","401412","57907","NA","400151","LexicalDecision"
"No","568","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","458","legacy","xpyriment","0.9425287356321839","n","568","0.96","hard","cobra's","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","401495","401494","0","401991","0","314436","346655","NA","0","NA","0","0","345655","402560","57907","NA","401493","LexicalDecision"
"No","619","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","421","legacy","xpyriment","0.9428571428571428","n","619","0.96","hard","vocaal","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","402642","402641","0","403101","0","314436","346655","NA","0","NA","0","0","345655","403721","57907","NA","402641","LexicalDecision"
"No","557","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","582","legacy","xpyriment","0.9431818181818182","n","557","0.96","hard","slijmen","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","403802","403801","0","404420","0","314436","346655","NA","0","NA","0","0","345655","404978","57907","NA","403801","LexicalDecision"
"No","461","1","2","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","547","legacy","xpyriment","0.943502824858757","n","461","0.96","easy","bewijs","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","405061","405060","0","405643","0","314436","346655","NA","0","NA","0","0","345655","406105","57907","NA","405060","LexicalDecision"
"No","578","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","429","legacy","xpyriment","0.9438202247191011","n","578","0.96","hard","krokus","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","406186","406185","0","406648","0","314436","346655","NA","0","NA","0","0","345655","407227","57907","NA","406185","LexicalDecision"
"No","758","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","531","legacy","xpyriment","0.9441340782122905","m","758","0.96","hard","heefde","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","407308","407307","0","407876","0","314436","346655","NA","0","NA","0","0","345655","408634","57907","NA","407307","LexicalDecision"
"No","566","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","524","legacy","xpyriment","0.9444444444444444","m","566","0.96","hard","lalen","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","408717","408716","0","409274","0","314436","346655","NA","0","NA","0","0","345655","409840","57907","NA","408716","LexicalDecision"
"No","518","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","471","legacy","xpyriment","0.9447513812154696","m","518","0.96","hard","jederf","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","409924","409923","0","410432","0","314436","346655","NA","0","NA","0","0","345655","410950","57907","NA","409923","LexicalDecision"
"No","475","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","485","legacy","xpyriment","0.945054945054945","m","475","0.96","hard","nale","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","411033","411032","0","411553","0","314436","346655","NA","0","NA","0","0","345655","412028","57907","NA","411032","LexicalDecision"
"No","727","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","400","legacy","xpyriment","0.9453551912568307","m","727","0.96","hard","pronder","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","412112","412111","0","412548","0","314436","346655","NA","0","NA","0","0","345655","413276","57907","NA","412111","LexicalDecision"
"No","572","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","593","legacy","xpyriment","0.9456521739130435","n","572","0.96","hard","zwaantje","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","413361","413360","0","413989","0","314436","346655","NA","0","NA","0","0","345655","414562","57907","NA","413359","LexicalDecision"
"No","776","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","565","legacy","xpyriment","0.9459459459459459","n","776","0.96","hard","vrachtje","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","414645","414644","0","415248","0","314436","346655","NA","0","NA","0","0","345655","416025","57907","NA","414644","LexicalDecision"
"No","1060","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","588","legacy","xpyriment","0.946236559139785","m","1060","0.96","hard","bopen","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","416108","416107","0","416736","0","314436","346655","NA","0","NA","0","0","345655","417796","57907","NA","416107","LexicalDecision"
"No","646","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","416","legacy","xpyriment","0.946524064171123","m","646","0.96","hard","gegaald","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","417880","417878","0","418329","0","314436","346655","NA","0","NA","0","0","345655","418976","57907","NA","417878","LexicalDecision"
"No","527","1","2","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","468","legacy","xpyriment","0.9468085106382979","m","527","0.96","easy","esdsetrs","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","419059","419058","0","419566","0","314436","346655","NA","0","NA","0","0","345655","420094","57907","NA","419058","LexicalDecision"
"No","726","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","483","legacy","xpyriment","0.9470899470899471","m","726","1.0","hard","helfde","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","420178","420177","0","420699","0","314436","346655","NA","0","NA","0","0","345655","421426","57907","NA","420177","LexicalDecision"
"No","612","1","2","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","396","legacy","xpyriment","0.9473684210526315","m","612","1.0","hard","beloom","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","421508","421507","0","421942","0","314436","346655","NA","0","NA","0","0","345655","422555","57907","NA","421507","LexicalDecision"
"No","656","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","437","legacy","xpyriment","0.9476439790575916","n","656","1.0","hard","butlers","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","422638","422637","0","423111","0","314436","346655","NA","0","NA","0","0","345655","423768","57907","NA","422636","LexicalDecision"
"No","845","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","423","legacy","xpyriment","0.9479166666666666","n","845","1.0","hard","sletten","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","423852","423851","0","424311","0","314436","346655","NA","0","NA","0","0","345655","425157","57907","NA","423851","LexicalDecision"
"No","515","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","418","legacy","xpyriment","0.9481865284974094","n","515","1.0","hard","bizon","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","425239","425238","0","425690","0","314436","346655","NA","0","NA","0","0","345655","426206","57907","NA","425238","LexicalDecision"
"No","507","1","2","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","500","legacy","xpyriment","0.9484536082474226","n","507","1.0","hard","ritsen","1","105683","0","314437","314362","NA","NA","0","346658","314436","388309","426288","426287","0","426822","0","314436","346655","NA","0","NA","0","0","345655","427330","57907","NA","426287","LexicalDecision"
