"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","823","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","467","legacy","xpyriment","1.0","n","823","1.0","hard","soja","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","118473","118472","0","118973","0","105738","115796","NA","0","NA","0","0","115005","119796","57907","NA","118472","LexicalDecision"
"No","656","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","480","legacy","xpyriment","1.0","n","656","1.0","easy","aanval","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","119881","119880","0","120400","0","105738","115796","NA","0","NA","0","0","115005","121056","57907","NA","119880","LexicalDecision"
"No","1209","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","576","legacy","xpyriment","1.0","m","1209","1.0","hard","brap","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","121141","121140","0","121763","0","105738","115796","NA","0","NA","0","0","115005","122972","57907","NA","121140","LexicalDecision"
"No","605","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","1.0","m","605","1.0","hard","mucht","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","123057","123056","0","123651","0","105738","115796","NA","0","NA","0","0","115005","124257","57907","NA","123056","LexicalDecision"
"No","1219","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","473","legacy","xpyriment","1.0","n","1219","1.0","hard","sponsen","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","124341","124340","0","124850","0","105738","115796","NA","0","NA","0","0","115005","126070","57907","NA","124340","LexicalDecision"
"No","1988","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","545","legacy","xpyriment","1.0","n","1988","1.0","hard","westerns","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","126156","126155","0","126735","0","105738","115796","NA","0","NA","0","0","115005","128723","57907","NA","126155","LexicalDecision"
"No","721","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","535","legacy","xpyriment","1.0","m","721","1.0","easy","seenstj","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","128810","128809","0","129377","0","105738","115796","NA","0","NA","0","0","115005","130099","57907","NA","128809","LexicalDecision"
"No","682","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","489","legacy","xpyriment","1.0","n","682","1.0","hard","koopjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","130185","130184","0","130702","0","105738","115796","NA","0","NA","0","0","115005","131385","57907","NA","130184","LexicalDecision"
"No","640","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","447","legacy","xpyriment","1.0","n","640","1.0","hard","lolly","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","131471","131470","0","131959","0","105738","115796","NA","0","NA","0","0","115005","132600","57907","NA","131470","LexicalDecision"
"No","729","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","465","legacy","xpyriment","1.0","n","729","1.0","hard","stekkers","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","132687","132686","0","133186","0","105738","115796","NA","0","NA","0","0","115005","133916","57907","NA","132686","LexicalDecision"
"No","654","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","543","legacy","xpyriment","1.0","m","654","1.0","hard","dize","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","134001","134000","0","134578","0","105738","115796","NA","0","NA","0","0","115005","135233","57907","NA","134000","LexicalDecision"
"No","735","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","476","legacy","xpyriment","1.0","m","735","1.0","hard","opnocht","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","135317","135316","0","135826","0","105738","115796","NA","0","NA","0","0","115005","136562","57907","NA","135316","LexicalDecision"
"No","837","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","472","legacy","xpyriment","1.0","m","837","1.0","hard","foten","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","136646","136645","0","137156","0","105738","115796","NA","0","NA","0","0","115005","137994","57907","NA","136645","LexicalDecision"
"No","617","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","522","legacy","xpyriment","1.0","m","617","1.0","hard","eloe","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","138079","138078","0","138636","0","105738","115796","NA","0","NA","0","0","115005","139254","57907","NA","138078","LexicalDecision"
"No","930","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","575","legacy","xpyriment","1.0","n","930","1.0","hard","roggen","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","139339","139338","0","139950","0","105738","115796","NA","0","NA","0","0","115005","140881","57907","NA","139338","LexicalDecision"
"No","819","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","395","legacy","xpyriment","1.0","m","819","1.0","hard","boepje","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","140965","140964","0","141393","0","105738","115796","NA","0","NA","0","0","115005","142213","57907","NA","140964","LexicalDecision"
"No","661","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","426","legacy","xpyriment","1.0","n","661","1.0","hard","vleesmes","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","142298","142297","0","142761","0","105738","115796","NA","0","NA","0","0","115005","143423","57907","NA","142297","LexicalDecision"
"No","711","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","405","legacy","xpyriment","1.0","n","711","1.0","hard","poema's","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","143507","143506","0","143949","0","105738","115796","NA","0","NA","0","0","115005","144661","57907","NA","143506","LexicalDecision"
"No","653","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","447","legacy","xpyriment","1.0","m","653","1.0","hard","kijn","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","144745","144744","0","145229","0","105738","115796","NA","0","NA","0","0","115005","145883","57907","NA","144744","LexicalDecision"
"No","700","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","410","legacy","xpyriment","1.0","m","700","1.0","hard","begen","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","145968","145967","0","146415","0","105738","115796","NA","0","NA","0","0","115005","147116","57907","NA","145967","LexicalDecision"
"No","1043","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","520","legacy","xpyriment","1.0","n","1043","1.0","hard","rukwind","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","147201","147200","0","147759","0","105738","115796","NA","0","NA","0","0","115005","148803","57907","NA","147200","LexicalDecision"
"No","648","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","594","legacy","xpyriment","1.0","m","648","1.0","hard","jalf","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","148888","148887","0","149516","0","105738","115796","NA","0","NA","0","0","115005","150165","57907","NA","148887","LexicalDecision"
"No","1180","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","514","legacy","xpyriment","1.0","n","1180","1.0","hard","vijltje","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","150250","150249","0","150796","0","105738","115796","NA","0","NA","0","0","115005","151977","57907","NA","150249","LexicalDecision"
"No","1048","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","432","legacy","xpyriment","1.0","m","1048","1.0","hard","hoogd","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","152063","152062","0","152534","0","105738","115796","NA","0","NA","0","0","115005","153583","57907","NA","152062","LexicalDecision"
"No","667","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","469","legacy","xpyriment","1.0","n","667","1.0","hard","popjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","153670","153669","0","154177","0","105738","115796","NA","0","NA","0","0","115005","154845","57907","NA","153668","LexicalDecision"
"No","993","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","567","legacy","xpyriment","1.0","m","993","1.0","hard","kenst","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","154930","154929","0","155535","0","105738","115796","NA","0","NA","0","0","115005","156529","57907","NA","154929","LexicalDecision"
"No","884","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","520","legacy","xpyriment","1.0","m","884","1.0","hard","iceet","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","156613","156612","0","157162","0","105738","115796","NA","0","NA","0","0","115005","158047","57907","NA","156612","LexicalDecision"
"No","602","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","518","legacy","xpyriment","1.0","m","602","1.0","easy","vkeojns","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","158133","158132","0","158678","0","105738","115796","NA","0","NA","0","0","115005","159281","57907","NA","158132","LexicalDecision"
"No","637","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","439","legacy","xpyriment","1.0","m","637","1.0","easy","uijfeds","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","159366","159365","0","159840","0","105738","115796","NA","0","NA","0","0","115005","160478","57907","NA","159365","LexicalDecision"
"No","497","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","519","legacy","xpyriment","1.0","m","497","1.0","hard","adzie","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","160564","160563","0","161118","0","105738","115796","NA","0","NA","0","0","115005","161616","57907","NA","160563","LexicalDecision"
"No","801","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","502","legacy","xpyriment","1.0","n","801","1.0","hard","slijper","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","161700","161699","0","162231","0","105738","115796","NA","0","NA","0","0","115005","163033","57907","NA","161699","LexicalDecision"
"No","618","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","534","legacy","xpyriment","1.0","n","618","1.0","easy","noorden","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","163118","163117","0","163681","0","105738","115796","NA","0","NA","0","0","115005","164300","57907","NA","163117","LexicalDecision"
"No","577","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","453","legacy","xpyriment","1.0","n","577","1.0","hard","zuchtjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","164385","164384","0","164865","0","105738","115796","NA","0","NA","0","0","115005","165442","57907","NA","164384","LexicalDecision"
"No","536","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","487","legacy","xpyriment","1.0","m","536","1.0","hard","fronke","1","105683","0","105741","NA","NA","NA","0","115800","105738","49434","165527","165526","0","166048","0","105738","115796","NA","0","NA","0","0","115005","166584","57907","NA","165526","LexicalDecision"
"No","710","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","427","legacy","xpyriment","0.972972972972973","n","710","0.96","hard","boest","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","166669","166668","0","167129","0","105738","115796","NA","0","NA","0","0","115005","167839","57907","NA","166668","LexicalDecision"
"No","655","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","563","legacy","xpyriment","0.9736842105263158","n","655","0.96","hard","hoogtes","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","169979","169978","0","170576","0","105738","115796","NA","0","NA","0","0","115005","171232","57907","NA","169978","LexicalDecision"
"No","643","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","475","legacy","xpyriment","0.9743589743589743","n","643","0.96","hard","buurtjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","171318","171317","0","171829","0","105738","115796","NA","0","NA","0","0","115005","172472","57907","NA","171317","LexicalDecision"
"No","645","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","403","legacy","xpyriment","0.975","m","645","0.96","hard","ceptuur","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","172558","172557","0","172995","0","105738","115796","NA","0","NA","0","0","115005","173641","57907","NA","172557","LexicalDecision"
"No","604","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","510","legacy","xpyriment","0.975609756097561","n","604","0.96","hard","snuitje","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","173726","173725","0","174271","0","105738","115796","NA","0","NA","0","0","115005","174875","57907","NA","173725","LexicalDecision"
"No","725","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","475","legacy","xpyriment","0.9761904761904762","m","725","0.96","hard","amme","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","174960","174959","0","175472","0","105738","115796","NA","0","NA","0","0","115005","176197","57907","NA","174959","LexicalDecision"
"No","512","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","523","legacy","xpyriment","0.9767441860465116","m","512","0.96","hard","sammer","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","176284","176283","0","176841","0","105738","115796","NA","0","NA","0","0","115005","177354","57907","NA","176283","LexicalDecision"
"No","592","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","486","legacy","xpyriment","0.9772727272727273","n","592","0.96","hard","trol","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","177442","177441","0","177963","0","105738","115796","NA","0","NA","0","0","115005","178556","57907","NA","177441","LexicalDecision"
"No","721","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","535","legacy","xpyriment","0.9777777777777777","m","721","0.96","hard","hierkij","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","178641","178640","0","179206","0","105738","115796","NA","0","NA","0","0","115005","179928","57907","NA","178640","LexicalDecision"
"No","794","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","471","legacy","xpyriment","0.9782608695652174","n","794","0.96","hard","kliekjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","180013","180012","0","180520","0","105738","115796","NA","0","NA","0","0","115005","181315","57907","NA","180012","LexicalDecision"
"No","535","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","504","legacy","xpyriment","0.9787234042553191","m","535","0.96","hard","beus","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","181401","181400","0","181944","0","105738","115796","NA","0","NA","0","0","115005","182480","57907","NA","181400","LexicalDecision"
"No","646","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","420","legacy","xpyriment","0.9791666666666666","n","646","0.96","hard","musje","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","182565","182564","0","183028","0","105738","115796","NA","0","NA","0","0","115005","183675","57907","NA","182564","LexicalDecision"
"No","511","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","504","legacy","xpyriment","0.9795918367346939","n","511","0.96","hard","snack","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","183760","183759","0","184305","0","105738","115796","NA","0","NA","0","0","115005","184817","57907","NA","183759","LexicalDecision"
"No","601","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","490","legacy","xpyriment","0.98","m","601","0.96","hard","delde","1","105683","0","105741","NA","NA","NA","0","115800","105738","167861","184903","184902","0","185426","0","105738","115796","NA","0","NA","0","0","115005","186028","57907","NA","184902","LexicalDecision"
"No","520","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","445","legacy","xpyriment","0.9607843137254902","m","520","0.92","hard","neusjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","186112","186111","0","186593","0","105738","115796","NA","0","NA","0","0","115005","187114","57907","NA","186111","LexicalDecision"
"No","858","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","470","legacy","xpyriment","0.9615384615384616","n","858","0.92","hard","item","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","189252","189251","0","189758","0","105738","115796","NA","0","NA","0","0","115005","190617","57907","NA","189251","LexicalDecision"
"No","1008","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","550","legacy","xpyriment","0.9622641509433962","m","1008","0.92","hard","klotte","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","190702","190701","0","191287","0","105738","115796","NA","0","NA","0","0","115005","192296","57907","NA","190701","LexicalDecision"
"No","1532","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","546","legacy","xpyriment","0.9629629629629629","n","1532","0.92","hard","kassiers","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","192383","192382","0","192962","0","105738","115796","NA","0","NA","0","0","115005","194495","57907","NA","192382","LexicalDecision"
"No","623","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","404","legacy","xpyriment","0.9636363636363636","n","623","0.92","hard","gympjes","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","194584","194583","0","195021","0","105738","115796","NA","0","NA","0","0","115005","195645","57907","NA","194582","LexicalDecision"
"No","800","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","542","legacy","xpyriment","0.9642857142857143","m","800","0.92","hard","hoten","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","195730","195729","0","196310","0","105738","115796","NA","0","NA","0","0","115005","197111","57907","NA","195729","LexicalDecision"
"No","570","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","0.9649122807017544","n","570","0.92","hard","lengtes","1","105683","0","105741","NA","NA","NA","0","115800","105738","187135","197199","197198","0","197795","0","105738","115796","NA","0","NA","0","0","115005","198366","57907","NA","197197","LexicalDecision"
"No","872","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","583","legacy","xpyriment","0.9482758620689655","m","872","0.88","hard","sleetje","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","198451","198450","0","199070","0","105738","115796","NA","0","NA","0","0","115005","199943","57907","NA","198450","LexicalDecision"
"No","836","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","484","legacy","xpyriment","0.9491525423728814","m","836","0.88","hard","glaarde","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","202080","202079","0","202602","0","105738","115796","NA","0","NA","0","0","115005","203439","57907","NA","202079","LexicalDecision"
"No","1872","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","488","legacy","xpyriment","0.95","m","1872","0.88","hard","kroeker","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","203525","203524","0","204048","0","105738","115796","NA","0","NA","0","0","115005","205921","57907","NA","203524","LexicalDecision"
"No","599","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","541","legacy","xpyriment","0.9508196721311475","n","599","0.88","easy","goede","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","206008","206007","0","206580","0","105738","115796","NA","0","NA","0","0","115005","207180","57907","NA","206006","LexicalDecision"
"No","684","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","546","legacy","xpyriment","0.9516129032258065","m","684","0.92","hard","deurde","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","207264","207263","0","207847","0","105738","115796","NA","0","NA","0","0","115005","208532","57907","NA","207263","LexicalDecision"
"No","868","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","446","legacy","xpyriment","0.9523809523809523","n","868","0.92","hard","vijg","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","208619","208618","0","209100","0","105738","115796","NA","0","NA","0","0","115005","209969","57907","NA","208618","LexicalDecision"
"No","644","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","535","legacy","xpyriment","0.953125","n","644","0.92","hard","klagers","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","210054","210053","0","210624","0","105738","115796","NA","0","NA","0","0","115005","211269","57907","NA","210053","LexicalDecision"
"No","745","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","434","legacy","xpyriment","0.9538461538461539","m","745","0.92","hard","ontreit","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","211355","211354","0","211826","0","105738","115796","NA","0","NA","0","0","115005","212571","57907","NA","211354","LexicalDecision"
"No","608","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","430","legacy","xpyriment","0.9545454545454546","m","608","0.92","hard","ierand","1","105683","0","105741","NA","NA","NA","0","115800","105738","199964","212657","212656","0","213120","0","105738","115796","NA","0","NA","0","0","115005","213728","57907","NA","212656","LexicalDecision"
