"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","693","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","440","legacy","xpyriment","1.0","m","693","1.0","hard","speeps","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","64610","64609","0","65084","0","55789","62352","NA","0","NA","0","0","61353","65777","53067","NA","64609","LexicalDecision"
"No","1246","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","495","legacy","xpyriment","1.0","n","1246","1.0","hard","plooitje","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","65860","65859","0","66394","0","55789","62352","NA","0","NA","0","0","61353","67641","53067","NA","65859","LexicalDecision"
"No","669","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","543","legacy","xpyriment","1.0","n","669","1.0","hard","zalfjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","67727","67726","0","68307","0","55789","62352","NA","0","NA","0","0","61353","68977","53067","NA","67726","LexicalDecision"
"No","613","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","450","legacy","xpyriment","1.0","m","613","1.0","easy","balseja","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","69064","69063","0","69547","0","55789","62352","NA","0","NA","0","0","61353","70161","53067","NA","69063","LexicalDecision"
"No","604","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","410","legacy","xpyriment","1.0","m","604","1.0","hard","kichten","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","70245","70244","0","70695","0","55789","62352","NA","0","NA","0","0","61353","71300","53067","NA","70244","LexicalDecision"
"No","516","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","481","legacy","xpyriment","1.0","m","516","1.0","hard","stitie","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","71384","71383","0","71898","0","55789","62352","NA","0","NA","0","0","61353","72415","53067","NA","71383","LexicalDecision"
"No","540","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","492","legacy","xpyriment","1.0","n","540","1.0","easy","indruk","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","72498","72497","0","73031","0","55789","62352","NA","0","NA","0","0","61353","73571","53067","NA","72497","LexicalDecision"
"No","483","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","491","legacy","xpyriment","1.0","n","483","1.0","hard","kaasje","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","73655","73654","0","74176","0","55789","62352","NA","0","NA","0","0","61353","74660","53067","NA","73654","LexicalDecision"
"No","937","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","536","legacy","xpyriment","1.0","n","937","1.0","hard","knikjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","74744","74743","0","75313","0","55789","62352","NA","0","NA","0","0","61353","76251","53067","NA","74743","LexicalDecision"
"No","569","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","571","legacy","xpyriment","1.0","m","569","1.0","hard","jeer","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","76334","76333","0","76938","0","55789","62352","NA","0","NA","0","0","61353","77508","53067","NA","76333","LexicalDecision"
"No","898","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","482","legacy","xpyriment","1.0","n","898","1.0","hard","darmpje","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","77594","77593","0","78113","0","55789","62352","NA","0","NA","0","0","61353","79012","53067","NA","77593","LexicalDecision"
"No","556","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","554","legacy","xpyriment","1.0","n","556","1.0","hard","nestjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","79098","79097","0","79689","0","55789","62352","NA","0","NA","0","0","61353","80246","53067","NA","79097","LexicalDecision"
"No","671","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","500","legacy","xpyriment","1.0","n","671","1.0","hard","vijg","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","80330","80329","0","80858","0","55789","62352","NA","0","NA","0","0","61353","81529","53067","NA","80329","LexicalDecision"
"No","494","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","498","legacy","xpyriment","1.0","n","494","1.0","hard","vijltje","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","81615","81614","0","82149","0","55789","62352","NA","0","NA","0","0","61353","82644","53067","NA","81614","LexicalDecision"
"No","721","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","402","legacy","xpyriment","1.0","m","721","1.0","hard","deek","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","82728","82727","0","83165","0","55789","62352","NA","0","NA","0","0","61353","83887","53067","NA","82727","LexicalDecision"
"No","703","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","499","legacy","xpyriment","1.0","m","703","1.0","hard","buim","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","83972","83971","0","84504","0","55789","62352","NA","0","NA","0","0","61353","85208","53067","NA","83971","LexicalDecision"
"No","610","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","527","legacy","xpyriment","1.0","m","610","1.0","hard","hiekte","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","85293","85292","0","85852","0","55789","62352","NA","0","NA","0","0","61353","86462","53067","NA","85291","LexicalDecision"
"No","752","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","524","legacy","xpyriment","1.0","n","752","1.0","hard","wormpje","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","86549","86548","0","87105","0","55789","62352","NA","0","NA","0","0","61353","87858","53067","NA","86548","LexicalDecision"
"No","695","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","434","legacy","xpyriment","1.0","n","695","1.0","easy","liefst","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","87943","87942","0","88412","0","55789","62352","NA","0","NA","0","0","61353","89108","53067","NA","87942","LexicalDecision"
"No","617","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","409","legacy","xpyriment","1.0","n","617","1.0","hard","mopjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","89193","89192","0","89638","0","55789","62352","NA","0","NA","0","0","61353","90256","53067","NA","89192","LexicalDecision"
"No","591","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","406","legacy","xpyriment","1.0","n","591","1.0","hard","hoepels","2","55734","0","55792","NA","NA","NA","0","62357","55789","45206","90340","90339","0","90780","0","55789","62352","NA","0","NA","0","0","61353","91372","53067","NA","90339","LexicalDecision"
"No","808","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","407","legacy","xpyriment","0.9583333333333334","m","808","0.9583333333333334","hard","fuiven","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","91456","91455","0","91893","0","55789","62352","NA","0","NA","0","0","61353","92701","53067","NA","91455","LexicalDecision"
"No","598","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","468","legacy","xpyriment","0.96","n","598","0.96","hard","coupons","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","94834","94833","0","95338","0","55789","62352","NA","0","NA","0","0","61353","95937","53067","NA","94833","LexicalDecision"
"No","562","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","567","legacy","xpyriment","0.9615384615384616","n","562","0.96","hard","wratjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","96022","96021","0","96626","0","55789","62352","NA","0","NA","0","0","61353","97189","53067","NA","96021","LexicalDecision"
"No","659","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","461","legacy","xpyriment","0.9629629629629629","m","659","0.96","hard","puut","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","97274","97273","0","97771","0","55789","62352","NA","0","NA","0","0","61353","98431","53067","NA","97273","LexicalDecision"
"No","633","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","514","legacy","xpyriment","0.9642857142857143","n","633","0.96","hard","strikje","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","98516","98515","0","99057","0","55789","62352","NA","0","NA","0","0","61353","99691","53067","NA","98515","LexicalDecision"
"No","667","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","434","legacy","xpyriment","0.9655172413793104","m","667","0.96","hard","fousen","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","99776","99775","0","100247","0","55789","62352","NA","0","NA","0","0","61353","100915","53067","NA","99775","LexicalDecision"
"No","661","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","552","legacy","xpyriment","0.9666666666666667","m","661","0.96","hard","bedrok","2","55734","0","55792","NA","NA","NA","0","62357","55789","92721","100999","100998","0","101590","0","55789","62352","NA","0","NA","0","0","61353","102252","53067","NA","100998","LexicalDecision"
"No","543","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","551","legacy","xpyriment","0.9354838709677419","m","543","0.92","hard","prisma's","2","55734","0","55792","NA","NA","NA","0","62357","55789","103482","102337","102336","0","102917","0","55789","62352","NA","0","NA","0","0","61353","103461","53067","NA","102335","LexicalDecision"
"No","851","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","541","legacy","xpyriment","0.90625","m","851","0.88","hard","besjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","105600","105599","0","106173","0","55789","62352","NA","0","NA","0","0","61353","107025","53067","NA","105599","LexicalDecision"
"No","591","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","443","legacy","xpyriment","0.9090909090909091","n","591","0.88","hard","surfen","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","109163","109162","0","109637","0","55789","62352","NA","0","NA","0","0","61353","110229","53067","NA","109162","LexicalDecision"
"No","860","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","593","legacy","xpyriment","0.9117647058823529","n","860","0.88","hard","kraker","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","110312","110311","0","110940","0","55789","62352","NA","0","NA","0","0","61353","111801","53067","NA","110311","LexicalDecision"
"No","644","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","580","legacy","xpyriment","0.9142857142857143","m","644","0.88","hard","noeit","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","111886","111885","0","112500","0","55789","62352","NA","0","NA","0","0","61353","113145","53067","NA","111885","LexicalDecision"
"No","726","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","500","legacy","xpyriment","0.9166666666666666","m","726","0.88","hard","kwap","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","113229","113228","0","113761","0","55789","62352","NA","0","NA","0","0","61353","114488","53067","NA","113228","LexicalDecision"
"No","696","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","448","legacy","xpyriment","0.918918918918919","n","696","0.88","hard","sponsen","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","114572","114571","0","115055","0","55789","62352","NA","0","NA","0","0","61353","115752","53067","NA","114571","LexicalDecision"
"No","681","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","537","legacy","xpyriment","0.9210526315789473","m","681","0.88","easy","psepjo","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","115837","115836","0","116410","0","55789","62352","NA","0","NA","0","0","61353","117092","53067","NA","115836","LexicalDecision"
"No","526","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","510","legacy","xpyriment","0.9230769230769231","m","526","0.88","easy","krrame","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","117179","117178","0","117722","0","55789","62352","NA","0","NA","0","0","61353","118249","53067","NA","117178","LexicalDecision"
"No","481","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","446","legacy","xpyriment","0.925","m","481","0.88","hard","hege","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","118335","118334","0","118818","0","55789","62352","NA","0","NA","0","0","61353","119300","53067","NA","118333","LexicalDecision"
"No","575","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","416","legacy","xpyriment","0.926829268292683","n","575","0.88","hard","pauzen","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","119383","119382","0","119832","0","55789","62352","NA","0","NA","0","0","61353","120408","53067","NA","119382","LexicalDecision"
"No","603","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","490","legacy","xpyriment","0.9285714285714286","n","603","0.88","easy","volk","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","120491","120490","0","121011","0","55789","62352","NA","0","NA","0","0","61353","121615","53067","NA","120490","LexicalDecision"
"No","551","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","500","legacy","xpyriment","0.9302325581395349","n","551","0.88","hard","vosje","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","121705","121704","0","122238","0","55789","62352","NA","0","NA","0","0","61353","122790","53067","NA","121703","LexicalDecision"
"No","724","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","424","legacy","xpyriment","0.9318181818181818","m","724","0.88","hard","gevraald","2","55734","0","55792","NA","NA","NA","0","62357","55789","107046","122875","122874","0","123331","0","55789","62352","NA","0","NA","0","0","61353","124056","53067","NA","122874","LexicalDecision"
"No","796","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","539","legacy","xpyriment","0.9111111111111111","n","796","0.84","hard","woeie","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","124141","124140","0","124711","0","55789","62352","NA","0","NA","0","0","61353","125508","53067","NA","124140","LexicalDecision"
"No","669","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","436","legacy","xpyriment","0.9130434782608695","n","669","0.84","hard","stekel","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","127641","127640","0","128113","0","55789","62352","NA","0","NA","0","0","61353","128783","53067","NA","127639","LexicalDecision"
"No","623","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","539","legacy","xpyriment","0.9148936170212766","m","623","0.84","hard","lelen","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","128868","128867","0","129439","0","55789","62352","NA","0","NA","0","0","61353","130063","53067","NA","128867","LexicalDecision"
"No","591","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","545","legacy","xpyriment","0.9166666666666666","m","591","0.84","hard","mevel","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","130147","130146","0","130727","0","55789","62352","NA","0","NA","0","0","61353","131319","53067","NA","130146","LexicalDecision"
"No","570","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","535","legacy","xpyriment","0.9183673469387755","n","570","0.88","hard","bedjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","131403","131402","0","131971","0","55789","62352","NA","0","NA","0","0","61353","132542","53067","NA","131402","LexicalDecision"
"No","537","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","436","legacy","xpyriment","0.92","m","537","0.88","easy","azenpu","2","55734","0","55792","NA","NA","NA","0","62357","55789","125528","132626","132625","0","133095","0","55789","62352","NA","0","NA","0","0","61353","133633","53067","NA","132625","LexicalDecision"
"No","683","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","495","legacy","xpyriment","0.9019607843137255","m","683","0.84","hard","wipplank","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","133717","133716","0","134248","0","55789","62352","NA","0","NA","0","0","61353","134932","53067","NA","133716","LexicalDecision"
"No","603","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","430","legacy","xpyriment","0.9038461538461539","m","603","0.84","easy","eignrgb","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","137067","137066","0","137529","0","55789","62352","NA","0","NA","0","0","61353","138133","53067","NA","137066","LexicalDecision"
"No","627","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","481","legacy","xpyriment","0.9056603773584906","n","627","0.84","hard","duifjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","138217","138216","0","138735","0","55789","62352","NA","0","NA","0","0","61353","139363","53067","NA","138216","LexicalDecision"
"No","595","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","559","legacy","xpyriment","0.9074074074074074","n","595","0.84","hard","zebra's","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","139448","139447","0","140042","0","55789","62352","NA","0","NA","0","0","61353","140638","53067","NA","139447","LexicalDecision"
"No","598","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","584","legacy","xpyriment","0.9090909090909091","m","598","0.84","hard","laal","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","140722","140721","0","141335","0","55789","62352","NA","0","NA","0","0","61353","141934","53067","NA","140721","LexicalDecision"
"No","687","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","409","legacy","xpyriment","0.9107142857142857","m","687","0.88","hard","mader","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","142018","142017","0","142462","0","55789","62352","NA","0","NA","0","0","61353","143150","53067","NA","142017","LexicalDecision"
"No","603","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","554","legacy","xpyriment","0.9122807017543859","m","603","0.92","easy","tassach","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","143234","143233","0","143824","0","55789","62352","NA","0","NA","0","0","61353","144427","53067","NA","143232","LexicalDecision"
"No","704","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","572","legacy","xpyriment","0.9137931034482759","n","704","0.92","hard","vikings","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","144513","144512","0","145116","0","55789","62352","NA","0","NA","0","0","61353","145820","53067","NA","144512","LexicalDecision"
"No","759","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","551","legacy","xpyriment","0.9152542372881356","m","759","0.92","hard","hoken","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","145906","145905","0","146487","0","55789","62352","NA","0","NA","0","0","61353","147247","53067","NA","145905","LexicalDecision"
"No","625","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","0.9166666666666666","n","625","0.92","hard","peukjes","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","147331","147329","0","147927","0","55789","62352","NA","0","NA","0","0","61353","148553","53067","NA","147329","LexicalDecision"
"No","616","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","545","legacy","xpyriment","0.9180327868852459","n","616","0.92","hard","graadje","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","148637","148636","0","149215","0","55789","62352","NA","0","NA","0","0","61353","149832","53067","NA","148636","LexicalDecision"
"No","582","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","481","legacy","xpyriment","0.9193548387096774","m","582","0.92","hard","lalen","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","149916","149915","0","150438","0","55789","62352","NA","0","NA","0","0","61353","151021","53067","NA","149915","LexicalDecision"
"No","613","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","525","legacy","xpyriment","0.9206349206349206","m","613","0.92","hard","snaan","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","151106","151105","0","151663","0","55789","62352","NA","0","NA","0","0","61353","152277","53067","NA","151105","LexicalDecision"
"No","570","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","0.921875","n","570","0.92","hard","ritsen","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","152361","152360","0","152951","0","55789","62352","NA","0","NA","0","0","61353","153522","53067","NA","152360","LexicalDecision"
"No","819","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","546","legacy","xpyriment","0.9230769230769231","m","819","0.92","hard","walruit","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","153606","153605","0","154183","0","55789","62352","NA","0","NA","0","0","61353","155003","53067","NA","153605","LexicalDecision"
"No","924","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","439","legacy","xpyriment","0.9242424242424242","n","924","0.92","hard","sultans","2","55734","0","55792","NA","NA","NA","0","62357","55789","134953","155087","155086","0","155559","0","55789","62352","NA","0","NA","0","0","61353","156484","53067","NA","155086","LexicalDecision"
