"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","1045","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","552","legacy","xpyriment","1.0","n","1045","1.0","hard","muskiet","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","94567","94545","0","95266","0","78018","90161","NA","0","NA","0","0","89006","96313","66039","NA","94545","LexicalDecision"
"No","830","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","423","legacy","xpyriment","1.0","m","830","1.0","hard","verwucht","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","96897","96878","0","97478","0","78018","90161","NA","0","NA","0","0","89006","98309","66039","NA","96877","LexicalDecision"
"No","1231","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","534","legacy","xpyriment","1.0","m","1231","1.0","hard","bereekt","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","98909","98889","0","99603","0","78018","90161","NA","0","NA","0","0","89006","100835","66039","NA","98889","LexicalDecision"
"No","597","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","553","legacy","xpyriment","1.0","n","597","1.0","hard","slipper","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","101413","101393","0","102120","0","78018","90161","NA","0","NA","0","0","89006","102718","66039","NA","101392","LexicalDecision"
"No","566","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","531","legacy","xpyriment","1.0","n","566","1.0","hard","hoorntje","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","103310","103291","0","103992","0","78018","90161","NA","0","NA","0","0","89006","104560","66039","NA","103290","LexicalDecision"
"No","485","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","487","legacy","xpyriment","1.0","n","485","1.0","hard","bosbes","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","105132","105113","0","105790","0","78018","90161","NA","0","NA","0","0","89006","106276","66039","NA","105112","LexicalDecision"
"No","651","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","431","legacy","xpyriment","1.0","m","651","1.0","hard","tahi","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","106865","106843","0","107449","0","78018","90161","NA","0","NA","0","0","89006","108101","66039","NA","106842","LexicalDecision"
"No","529","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","551","legacy","xpyriment","1.0","m","529","1.0","hard","podig","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","108687","108666","0","109387","0","78018","90161","NA","0","NA","0","0","89006","109917","66039","NA","108665","LexicalDecision"
"No","544","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","430","legacy","xpyriment","1.0","m","544","1.0","hard","didden","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","110493","110472","0","111078","0","78018","90161","NA","0","NA","0","0","89006","111623","66039","NA","110471","LexicalDecision"
"No","943","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","588","legacy","xpyriment","1.0","n","943","1.0","hard","lentes","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","112210","112188","0","112944","0","78018","90161","NA","0","NA","0","0","89006","113888","66039","NA","112187","LexicalDecision"
"No","523","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","444","legacy","xpyriment","1.0","n","523","1.0","easy","mond","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","114459","114440","0","115059","0","78018","90161","NA","0","NA","0","0","89006","115583","66039","NA","114439","LexicalDecision"
"No","458","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","544","legacy","xpyriment","1.0","n","458","1.0","hard","klapjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","116079","116060","0","116778","0","78018","90161","NA","0","NA","0","0","89006","117237","66039","NA","116060","LexicalDecision"
"No","595","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","467","legacy","xpyriment","1.0","n","595","1.0","hard","spatje","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","117808","117792","0","118426","0","78018","90161","NA","0","NA","0","0","89006","119022","66039","NA","117791","LexicalDecision"
"No","489","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","549","legacy","xpyriment","1.0","n","489","1.0","hard","zwijntje","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","119604","119585","0","120312","0","78018","90161","NA","0","NA","0","0","89006","120802","66039","NA","119584","LexicalDecision"
"No","588","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","590","legacy","xpyriment","1.0","m","588","1.0","hard","beisjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","121382","121362","0","122125","0","78018","90161","NA","0","NA","0","0","89006","122714","66039","NA","121362","LexicalDecision"
"No","573","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","403","legacy","xpyriment","1.0","m","573","1.0","hard","asnact","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","123342","123321","0","123892","0","78018","90161","NA","0","NA","0","0","89006","124467","66039","NA","123321","LexicalDecision"
"No","690","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","484","legacy","xpyriment","1.0","n","690","1.0","hard","buizerd","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","125089","125069","0","125723","0","78018","90161","NA","0","NA","0","0","89006","126414","66039","NA","125069","LexicalDecision"
"No","569","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","478","legacy","xpyriment","1.0","n","569","1.0","hard","leegten","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","127039","127019","0","127670","0","78018","90161","NA","0","NA","0","0","89006","128240","66039","NA","127018","LexicalDecision"
"No","481","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","489","legacy","xpyriment","1.0","n","481","1.0","hard","borstje","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","128827","128808","0","129463","0","78018","90161","NA","0","NA","0","0","89006","129945","66039","NA","128806","LexicalDecision"
"No","487","1","1","Random","4","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","405","legacy","xpyriment","1.0","m","487","1.0","easy","eilabs","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","130536","130515","0","131094","0","78018","90161","NA","0","NA","0","0","89006","131583","66039","NA","130514","LexicalDecision"
"No","599","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","507","legacy","xpyriment","1.0","m","599","1.0","hard","borpen","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","132175","132156","0","132838","0","78018","90161","NA","0","NA","0","0","89006","133439","66039","NA","132155","LexicalDecision"
"No","536","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","578","legacy","xpyriment","1.0","n","536","1.0","hard","broches","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","134018","133997","0","134745","0","78018","90161","NA","0","NA","0","0","89006","135282","66039","NA","133996","LexicalDecision"
"No","626","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","531","legacy","xpyriment","1.0","m","626","1.0","hard","damer","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","135869","135847","0","136575","0","78018","90161","NA","0","NA","0","0","89006","137202","66039","NA","135845","LexicalDecision"
"No","531","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","463","legacy","xpyriment","1.0","n","531","1.0","hard","rolluik","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","137795","137772","0","138408","0","78018","90161","NA","0","NA","0","0","89006","138941","66039","NA","137771","LexicalDecision"
"No","551","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","519","legacy","xpyriment","1.0","n","551","1.0","hard","rietjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","62992","139527","139508","0","140204","0","78018","90161","NA","0","NA","0","0","89006","140757","66039","NA","139507","LexicalDecision"
"No","773","0","1","Pseudo","3","0","0","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","451","legacy","xpyriment","0.9642857142857143","n","773","0.96","hard","nakken","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","141343","141324","0","141940","0","78018","90161","NA","0","NA","0","0","89006","142714","66039","NA","141323","LexicalDecision"
"No","512","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","525","legacy","xpyriment","0.9655172413793104","n","512","0.96","hard","dakpan","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","145481","145458","0","146155","0","78018","90161","NA","0","NA","0","0","89006","146668","66039","NA","145457","LexicalDecision"
"No","489","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","498","legacy","xpyriment","0.9666666666666667","n","489","0.96","hard","wolfje","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","147299","147281","0","147949","0","78018","90161","NA","0","NA","0","0","89006","148439","66039","NA","147279","LexicalDecision"
"No","880","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","413","legacy","xpyriment","0.967741935483871","m","880","0.96","hard","voorstok","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","149038","149018","0","149604","0","78018","90161","NA","0","NA","0","0","89006","150484","66039","NA","149016","LexicalDecision"
"No","536","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","527","legacy","xpyriment","0.96875","m","536","0.96","hard","beus","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","151102","151083","0","151778","0","78018","90161","NA","0","NA","0","0","89006","152316","66039","NA","151082","LexicalDecision"
"No","512","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","592","legacy","xpyriment","0.9696969696969697","n","512","0.96","hard","frietjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","152919","152899","0","153663","0","78018","90161","NA","0","NA","0","0","89006","154177","66039","NA","152898","LexicalDecision"
"No","465","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","520","legacy","xpyriment","0.9705882352941176","n","465","0.96","hard","kalfje","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","154763","154742","0","155438","0","78018","90161","NA","0","NA","0","0","89006","155904","66039","NA","154742","LexicalDecision"
"No","498","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","536","legacy","xpyriment","0.9714285714285714","n","498","0.96","hard","koordjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","142865","156489","156469","0","157178","0","78018","90161","NA","0","NA","0","0","89006","157677","66039","NA","156469","LexicalDecision"
"No","1109","0","1","LF","2","0","0","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","539","legacy","xpyriment","0.9444444444444444","m","1109","0.92","hard","oorlogs","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","158266","158247","0","158954","0","78018","90161","NA","0","NA","0","0","89006","160065","66039","NA","158247","LexicalDecision"
"No","519","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","433","legacy","xpyriment","0.9459459459459459","n","519","0.92","hard","stortbui","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","162793","162772","0","163384","0","78018","90161","NA","0","NA","0","0","89006","163904","66039","NA","162772","LexicalDecision"
"No","430","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","533","legacy","xpyriment","0.9473684210526315","n","430","0.92","hard","vraagjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","164497","164477","0","165181","0","78018","90161","NA","0","NA","0","0","89006","165612","66039","NA","164477","LexicalDecision"
"No","471","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","567","legacy","xpyriment","0.9487179487179487","n","471","0.92","easy","aanzien","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","166196","166174","0","166913","0","78018","90161","NA","0","NA","0","0","89006","167385","66039","NA","166173","LexicalDecision"
"No","587","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","565","legacy","xpyriment","0.95","n","587","0.92","hard","sterkten","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","168003","167983","0","168718","0","78018","90161","NA","0","NA","0","0","89006","169306","66039","NA","167982","LexicalDecision"
"No","725","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","401","legacy","xpyriment","0.9512195121951219","m","725","0.92","hard","amme","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","169927","169905","0","170480","0","78018","90161","NA","0","NA","0","0","89006","171206","66039","NA","169904","LexicalDecision"
"No","458","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","499","legacy","xpyriment","0.9523809523809523","n","458","0.92","hard","traantje","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","171780","171761","0","172434","0","78018","90161","NA","0","NA","0","0","89006","172893","66039","NA","171760","LexicalDecision"
"No","598","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","503","legacy","xpyriment","0.9534883720930233","m","598","0.92","hard","bopen","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","173477","173457","0","174133","0","78018","90161","NA","0","NA","0","0","89006","174733","66039","NA","173456","LexicalDecision"
"No","508","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","570","legacy","xpyriment","0.9545454545454546","n","508","0.92","hard","frietje","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","175359","175341","0","176076","0","78018","90161","NA","0","NA","0","0","89006","176586","66039","NA","175340","LexicalDecision"
"No","581","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","443","legacy","xpyriment","0.9555555555555556","m","581","0.92","hard","beem","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","177158","177139","0","177763","0","78018","90161","NA","0","NA","0","0","89006","178345","66039","NA","177139","LexicalDecision"
"No","786","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","404","legacy","xpyriment","0.9565217391304348","n","786","0.92","hard","zuiltje","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","178959","178939","0","179523","0","78018","90161","NA","0","NA","0","0","89006","180310","66039","NA","178939","LexicalDecision"
"No","551","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","513","legacy","xpyriment","0.9574468085106383","m","551","0.92","hard","reugd","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","180887","180866","0","181554","0","78018","90161","NA","0","NA","0","0","89006","182106","66039","NA","180864","LexicalDecision"
"No","557","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","419","legacy","xpyriment","0.9583333333333334","n","557","0.92","hard","matjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","182699","182679","0","183278","0","78018","90161","NA","0","NA","0","0","89006","183837","66039","NA","182677","LexicalDecision"
"No","502","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","418","legacy","xpyriment","0.9591836734693877","m","502","0.92","hard","vermde","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","184447","184426","0","185022","0","78018","90161","NA","0","NA","0","0","89006","185525","66039","NA","184426","LexicalDecision"
"No","646","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","463","legacy","xpyriment","0.96","n","646","0.92","hard","slijmen","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","186116","186097","0","186726","0","78018","90161","NA","0","NA","0","0","89006","187373","66039","NA","186096","LexicalDecision"
"No","816","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","465","legacy","xpyriment","0.9607843137254902","m","816","0.92","hard","terneun","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","188001","187980","0","188615","0","78018","90161","NA","0","NA","0","0","89006","189433","66039","NA","187979","LexicalDecision"
"No","526","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","480","legacy","xpyriment","0.9615384615384616","m","526","0.92","hard","lelen","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","190013","189992","0","190645","0","78018","90161","NA","0","NA","0","0","89006","191173","66039","NA","189992","LexicalDecision"
"No","501","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","537","legacy","xpyriment","0.9622641509433962","n","501","0.96","hard","tumors","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","191758","191738","0","192449","0","78018","90161","NA","0","NA","0","0","89006","192951","66039","NA","191737","LexicalDecision"
"No","688","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","486","legacy","xpyriment","0.9629629629629629","m","688","0.96","hard","brechtig","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","193543","193522","0","194186","0","78018","90161","NA","0","NA","0","0","89006","194876","66039","NA","193521","LexicalDecision"
"No","639","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","593","legacy","xpyriment","0.9636363636363636","n","639","0.96","hard","polsjes","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","195475","195454","0","196216","0","78018","90161","NA","0","NA","0","0","89006","196857","66039","NA","195453","LexicalDecision"
"No","606","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","503","legacy","xpyriment","0.9642857142857143","n","606","0.96","hard","vrachtje","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","197427","197408","0","198076","0","78018","90161","NA","0","NA","0","0","89006","198684","66039","NA","197407","LexicalDecision"
"No","806","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","466","legacy","xpyriment","0.9649122807017544","m","806","0.96","hard","hookt","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","199260","199240","0","199875","0","78018","90161","NA","0","NA","0","0","89006","200683","66039","NA","199239","LexicalDecision"
"No","549","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","504","legacy","xpyriment","0.9655172413793104","m","549","0.96","hard","zolf","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","201305","201285","0","201963","0","78018","90161","NA","0","NA","0","0","89006","202513","66039","NA","201284","LexicalDecision"
"No","492","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","550","legacy","xpyriment","0.9661016949152542","m","492","0.96","hard","knikke","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","203082","203063","0","203787","0","78018","90161","NA","0","NA","0","0","89006","204281","66039","NA","203063","LexicalDecision"
"No","581","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","499","legacy","xpyriment","0.9666666666666667","m","581","0.96","hard","kilms","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","204905","204886","0","205552","0","78018","90161","NA","0","NA","0","0","89006","206134","66039","NA","204885","LexicalDecision"
"No","481","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","514","legacy","xpyriment","0.9672131147540983","n","481","1.0","hard","wandkast","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","206786","206762","0","207430","0","78018","90161","NA","0","NA","0","0","89006","207913","66039","NA","206760","LexicalDecision"
"No","514","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","416","legacy","xpyriment","0.967741935483871","m","514","1.0","hard","grole","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","208444","208427","0","209000","0","78018","90161","NA","0","NA","0","0","89006","209515","66039","NA","208426","LexicalDecision"
"No","578","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","473","legacy","xpyriment","0.9682539682539683","n","578","1.0","hard","meetlat","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","210004","209990","0","210637","0","78018","90161","NA","0","NA","0","0","89006","211216","66039","NA","209990","LexicalDecision"
"No","553","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","456","legacy","xpyriment","0.96875","m","553","1.0","hard","biever","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","211788","211769","0","212396","0","78018","90161","NA","0","NA","0","0","89006","212950","66039","NA","211768","LexicalDecision"
"No","805","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","477","legacy","xpyriment","0.9692307692307692","m","805","1.0","hard","buimen","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","213536","213516","0","214163","0","78018","90161","NA","0","NA","0","0","89006","214969","66039","NA","213515","LexicalDecision"
"No","709","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","409","legacy","xpyriment","0.9696969696969697","m","709","1.0","hard","jeer","4","77683","0","78034","NA","NA","NA","0","90186","78018","160211","215551","215529","0","216124","0","78018","90161","NA","0","NA","0","0","89006","216834","66039","NA","215528","LexicalDecision"
"No","771","0","1","LF","2","0","0","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","479","legacy","xpyriment","0.9552238805970149","m","771","0.96","hard","eisers","4","77683","0","78034","NA","NA","NA","0","90186","78018","219001","217454","217434","0","218087","0","78018","90161","NA","0","NA","0","0","89006","218860","66039","NA","217432","LexicalDecision"
"No","656","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","441","legacy","xpyriment","0.9558823529411765","m","656","0.96","hard","stenker","4","77683","0","78034","NA","NA","NA","0","90186","78018","219001","221638","221615","0","222234","0","78018","90161","NA","0","NA","0","0","89006","222892","66039","NA","221615","LexicalDecision"
