"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","911","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","532","legacy","xpyriment","1.0","m","911","1.0","hard","ba's","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","60544","60525","0","61230","0","48992","56240","NA","0","NA","0","0","55194","62142","45528","NA","60525","LexicalDecision"
"No","1020","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","513","legacy","xpyriment","1.0","m","1020","1.0","hard","bemend","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","62716","62695","0","63377","0","48992","56240","NA","0","NA","0","0","55194","64399","45528","NA","62694","LexicalDecision"
"No","677","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","456","legacy","xpyriment","1.0","m","677","1.0","hard","bebijk","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","64992","64971","0","65600","0","48992","56240","NA","0","NA","0","0","55194","66278","45528","NA","64970","LexicalDecision"
"No","727","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","508","legacy","xpyriment","1.0","n","727","1.0","hard","augurk","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","66856","66836","0","67518","0","48992","56240","NA","0","NA","0","0","55194","68246","45528","NA","66836","LexicalDecision"
"No","830","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","416","legacy","xpyriment","1.0","n","830","1.0","hard","bizons","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","68822","68803","0","69399","0","48992","56240","NA","0","NA","0","0","55194","70231","45528","NA","68802","LexicalDecision"
"No","673","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","460","legacy","xpyriment","1.0","m","673","1.0","hard","chif","5","48654","0","49010","NA","NA","NA","0","56261","48992","NA","70822","70802","0","71438","0","48992","56240","NA","0","NA","0","0","55194","72112","45528","NA","70801","LexicalDecision"
"No","1184","0","1","LF","2","0","0","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","575","legacy","xpyriment","0.8888888888888888","m","1184","0.8888888888888888","hard","lassers","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","72705","72685","0","73436","0","48992","56240","NA","0","NA","0","0","55194","74621","45528","NA","72684","LexicalDecision"
"No","893","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","457","legacy","xpyriment","0.9","n","893","0.9","hard","factors","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","77356","77335","0","77966","0","48992","56240","NA","0","NA","0","0","55194","78859","45528","NA","77335","LexicalDecision"
"No","677","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","574","legacy","xpyriment","0.9090909090909091","m","677","0.9090909090909091","hard","haadt","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","79446","79425","0","80180","0","48992","56240","NA","0","NA","0","0","55194","80858","45528","NA","79424","LexicalDecision"
"No","772","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","508","legacy","xpyriment","0.9166666666666666","n","772","0.9166666666666666","hard","vliegjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","81493","81474","0","82149","0","48992","56240","NA","0","NA","0","0","55194","82922","45528","NA","81474","LexicalDecision"
"No","532","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","514","legacy","xpyriment","0.9230769230769231","n","532","0.9230769230769231","hard","twijgje","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","83502","83482","0","84173","0","48992","56240","NA","0","NA","0","0","55194","84706","45528","NA","83481","LexicalDecision"
"No","485","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","541","legacy","xpyriment","0.9285714285714286","n","485","0.9285714285714286","hard","stafje","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","85278","85258","0","85971","0","48992","56240","NA","0","NA","0","0","55194","86458","45528","NA","85257","LexicalDecision"
"No","607","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","406","legacy","xpyriment","0.9333333333333333","n","607","0.9333333333333333","hard","mouwtjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","87059","87040","0","87618","0","48992","56240","NA","0","NA","0","0","55194","88226","45528","NA","87039","LexicalDecision"
"No","855","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","434","legacy","xpyriment","0.9375","n","855","0.9375","easy","moesten","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","88811","88792","0","89392","0","48992","56240","NA","0","NA","0","0","55194","90248","45528","NA","88790","LexicalDecision"
"No","480","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","480","legacy","xpyriment","0.9411764705882353","n","480","0.9411764705882353","hard","mail","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","90863","90841","0","91497","0","48992","56240","NA","0","NA","0","0","55194","91979","45528","NA","90840","LexicalDecision"
"No","653","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","416","legacy","xpyriment","0.9444444444444444","n","653","0.9444444444444444","hard","item","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","92571","92551","0","93144","0","48992","56240","NA","0","NA","0","0","55194","93798","45528","NA","92550","LexicalDecision"
"No","701","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","584","legacy","xpyriment","0.9473684210526315","m","701","0.9473684210526315","hard","goolde","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","94433","94411","0","95165","0","48992","56240","NA","0","NA","0","0","55194","95867","45528","NA","94409","LexicalDecision"
"No","628","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","580","legacy","xpyriment","0.95","n","628","0.95","hard","zithoek","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","96447","96426","0","97178","0","48992","56240","NA","0","NA","0","0","55194","97807","45528","NA","96425","LexicalDecision"
"No","715","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","407","legacy","xpyriment","0.9523809523809523","n","715","0.9523809523809523","hard","hangers","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","98405","98385","0","98966","0","48992","56240","NA","0","NA","0","0","55194","99682","45528","NA","98384","LexicalDecision"
"No","749","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","594","legacy","xpyriment","0.9545454545454546","m","749","0.9545454545454546","hard","vroog","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","100255","100234","0","101001","0","48992","56240","NA","0","NA","0","0","55194","101751","45528","NA","100234","LexicalDecision"
"No","647","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","537","legacy","xpyriment","0.9565217391304348","m","647","0.9565217391304348","hard","kroeker","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","102277","102261","0","102970","0","48992","56240","NA","0","NA","0","0","55194","103618","45528","NA","102260","LexicalDecision"
"No","855","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","572","legacy","xpyriment","0.9583333333333334","m","855","0.9583333333333334","hard","spraat","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","104197","104177","0","104924","0","48992","56240","NA","0","NA","0","0","55194","105780","45528","NA","104176","LexicalDecision"
"No","1139","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","422","legacy","xpyriment","0.96","n","1139","0.96","hard","blondjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","106356","106334","0","106928","0","48992","56240","NA","0","NA","0","0","55194","108069","45528","NA","106333","LexicalDecision"
"No","524","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","501","legacy","xpyriment","0.9615384615384616","n","524","0.96","hard","sausjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","108678","108655","0","109327","0","48992","56240","NA","0","NA","0","0","55194","109853","45528","NA","108654","LexicalDecision"
"No","567","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","551","legacy","xpyriment","0.9629629629629629","n","567","0.96","hard","walrus","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","110457","110438","0","111153","0","48992","56240","NA","0","NA","0","0","55194","111721","45528","NA","110438","LexicalDecision"
"No","580","1","1","Random","4","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","526","legacy","xpyriment","0.9642857142857143","m","580","0.96","easy","jeefets","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","112300","112279","0","112981","0","48992","56240","NA","0","NA","0","0","55194","113562","45528","NA","112278","LexicalDecision"
"No","569","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","511","legacy","xpyriment","0.9655172413793104","n","569","0.96","hard","fluitjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","114147","114127","0","114806","0","48992","56240","NA","0","NA","0","0","55194","115376","45528","NA","114126","LexicalDecision"
"No","784","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","583","legacy","xpyriment","0.9666666666666667","m","784","0.96","hard","alders","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","115975","115953","0","116702","0","48992","56240","NA","0","NA","0","0","55194","117488","45528","NA","115953","LexicalDecision"
"No","1021","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","519","legacy","xpyriment","0.967741935483871","n","1021","0.96","hard","punk","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","118090","118071","0","118763","0","48992","56240","NA","0","NA","0","0","55194","119785","45528","NA","118070","LexicalDecision"
"No","702","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","496","legacy","xpyriment","0.96875","n","702","0.96","hard","jojo","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","120375","120354","0","121015","0","48992","56240","NA","0","NA","0","0","55194","121718","45528","NA","120352","LexicalDecision"
"No","689","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","502","legacy","xpyriment","0.9696969696969697","m","689","0.96","hard","blijs","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","122291","122270","0","122939","0","48992","56240","NA","0","NA","0","0","55194","123630","45528","NA","122269","LexicalDecision"
"No","713","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","588","legacy","xpyriment","0.9705882352941176","m","713","1.0","hard","loel","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","124208","124187","0","124943","0","48992","56240","NA","0","NA","0","0","55194","125657","45528","NA","124186","LexicalDecision"
"No","955","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","480","legacy","xpyriment","0.9714285714285714","n","955","1.0","hard","trollen","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","126249","126228","0","126886","0","48992","56240","NA","0","NA","0","0","55194","127843","45528","NA","126227","LexicalDecision"
"No","639","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","454","legacy","xpyriment","0.9722222222222222","m","639","1.0","hard","reedling","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","128435","128416","0","129038","0","48992","56240","NA","0","NA","0","0","55194","129679","45528","NA","128415","LexicalDecision"
"No","760","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","568","legacy","xpyriment","0.972972972972973","n","760","1.0","hard","diefje","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","130277","130257","0","130988","0","48992","56240","NA","0","NA","0","0","55194","131749","45528","NA","130256","LexicalDecision"
"No","612","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","583","legacy","xpyriment","0.9736842105263158","n","612","1.0","hard","clowntje","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","132332","132310","0","133076","0","48992","56240","NA","0","NA","0","0","55194","133690","45528","NA","132309","LexicalDecision"
"No","907","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","542","legacy","xpyriment","0.9743589743589743","m","907","1.0","hard","maarde","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","134278","134257","0","134976","0","48992","56240","NA","0","NA","0","0","55194","135884","45528","NA","134256","LexicalDecision"
"No","741","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","417","legacy","xpyriment","0.975","m","741","1.0","hard","kang","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","136453","136433","0","137025","0","48992","56240","NA","0","NA","0","0","55194","137767","45528","NA","136432","LexicalDecision"
"No","664","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","588","legacy","xpyriment","0.975609756097561","m","664","1.0","hard","rolken","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","138389","138370","0","139131","0","48992","56240","NA","0","NA","0","0","55194","139796","45528","NA","138369","LexicalDecision"
"No","700","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","532","legacy","xpyriment","0.9761904761904762","m","700","1.0","hard","molf","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","140418","140399","0","141102","0","48992","56240","NA","0","NA","0","0","55194","141804","45528","NA","140398","LexicalDecision"
"No","822","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","465","legacy","xpyriment","0.9767441860465116","m","822","1.0","hard","schoop","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","142391","142370","0","143007","0","48992","56240","NA","0","NA","0","0","55194","143831","45528","NA","142369","LexicalDecision"
"No","900","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","578","legacy","xpyriment","0.9772727272727273","n","900","1.0","hard","knikjes","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","144407","144388","0","145139","0","48992","56240","NA","0","NA","0","0","55194","146040","45528","NA","144388","LexicalDecision"
"No","1080","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","472","legacy","xpyriment","0.9777777777777777","n","1080","1.0","hard","stroppen","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","146632","146611","0","147260","0","48992","56240","NA","0","NA","0","0","55194","148341","45528","NA","146610","LexicalDecision"
"No","1123","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","548","legacy","xpyriment","0.9782608695652174","m","1123","1.0","hard","icht","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","148926","148905","0","149624","0","48992","56240","NA","0","NA","0","0","55194","150749","45528","NA","148904","LexicalDecision"
"No","755","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","462","legacy","xpyriment","0.9787234042553191","m","755","1.0","hard","waartij","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","151339","151318","0","151953","0","48992","56240","NA","0","NA","0","0","55194","152710","45528","NA","151317","LexicalDecision"
"No","950","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","525","legacy","xpyriment","0.9791666666666666","m","950","1.0","hard","heging","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","153290","153271","0","153968","0","48992","56240","NA","0","NA","0","0","55194","154919","45528","NA","153269","LexicalDecision"
"No","1150","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","518","legacy","xpyriment","0.9795918367346939","n","1150","1.0","easy","komst","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","155504","155485","0","156170","0","48992","56240","NA","0","NA","0","0","55194","157322","45528","NA","155484","LexicalDecision"
"No","907","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","551","legacy","xpyriment","0.98","n","907","1.0","hard","profs","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","157913","157893","0","158618","0","48992","56240","NA","0","NA","0","0","55194","159527","45528","NA","157892","LexicalDecision"
"No","435","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","578","legacy","xpyriment","0.9803921568627451","n","435","1.0","hard","deals","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","160104","160085","0","160861","0","48992","56240","NA","0","NA","0","0","55194","161298","45528","NA","160084","LexicalDecision"
"No","567","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","501","legacy","xpyriment","0.9807692307692307","n","567","1.0","hard","esdoorn","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","161883","161863","0","162531","0","48992","56240","NA","0","NA","0","0","55194","163099","45528","NA","161862","LexicalDecision"
"No","936","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","585","legacy","xpyriment","0.9811320754716981","m","936","1.0","hard","anver","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","163679","163659","0","164412","0","48992","56240","NA","0","NA","0","0","55194","165349","45528","NA","163658","LexicalDecision"
"No","739","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","594","legacy","xpyriment","0.9814814814814815","m","739","1.0","hard","tissen","5","48654","0","49010","NA","NA","NA","0","56261","48992","74779","165941","165921","0","166686","0","48992","56240","NA","0","NA","0","0","55194","167426","45528","NA","165920","LexicalDecision"
"No","875","0","1","LF","2","0","0","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","478","legacy","xpyriment","0.9636363636363636","m","875","0.96","hard","slede","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","168003","167983","0","168636","0","48992","56240","NA","0","NA","0","0","55194","169513","45528","NA","167983","LexicalDecision"
"No","668","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","466","legacy","xpyriment","0.9642857142857143","n","668","0.96","hard","snuitje","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","172273","172250","0","172887","0","48992","56240","NA","0","NA","0","0","55194","173557","45528","NA","172250","LexicalDecision"
"No","764","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","571","legacy","xpyriment","0.9649122807017544","n","764","0.96","hard","wormpje","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","174134","174115","0","174860","0","48992","56240","NA","0","NA","0","0","55194","175626","45528","NA","174114","LexicalDecision"
"No","630","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","498","legacy","xpyriment","0.9655172413793104","m","630","0.96","hard","facht","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","176207","176187","0","176860","0","48992","56240","NA","0","NA","0","0","55194","177491","45528","NA","176186","LexicalDecision"
"No","1633","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","442","legacy","xpyriment","0.9661016949152542","n","1633","0.96","hard","wipplank","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","178063","178042","0","178655","0","48992","56240","NA","0","NA","0","0","55194","180289","45528","NA","178041","LexicalDecision"
"No","691","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","544","legacy","xpyriment","0.9666666666666667","m","691","0.96","hard","damer","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","180878","180856","0","181597","0","48992","56240","NA","0","NA","0","0","55194","182289","45528","NA","180855","LexicalDecision"
"No","1098","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","509","legacy","xpyriment","0.9672131147540983","n","1098","0.96","easy","schrik","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","182873","182854","0","183531","0","48992","56240","NA","0","NA","0","0","55194","184630","45528","NA","182853","LexicalDecision"
"No","861","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","508","legacy","xpyriment","0.967741935483871","n","861","0.96","easy","woont","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","185254","185233","0","185915","0","48992","56240","NA","0","NA","0","0","55194","186778","45528","NA","185232","LexicalDecision"
"No","958","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","478","legacy","xpyriment","0.9682539682539683","n","958","0.96","hard","peddel","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","187351","187330","0","187982","0","48992","56240","NA","0","NA","0","0","55194","188941","45528","NA","187329","LexicalDecision"
"No","668","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","575","legacy","xpyriment","0.96875","m","668","0.96","hard","hezet","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","189564","189544","0","190294","0","48992","56240","NA","0","NA","0","0","55194","190963","45528","NA","189543","LexicalDecision"
"No","916","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","550","legacy","xpyriment","0.9692307692307692","n","916","0.96","hard","vleesmes","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","191555","191534","0","192259","0","48992","56240","NA","0","NA","0","0","55194","193176","45528","NA","191533","LexicalDecision"
"No","783","1","1","HF","1","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","434","legacy","xpyriment","0.9696969696969697","n","783","0.96","easy","geef","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","193812","193791","0","194406","0","48992","56240","NA","0","NA","0","0","55194","195191","45528","NA","193790","LexicalDecision"
"No","675","1","1","Pseudo","3","1","1","m","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","508","legacy","xpyriment","0.9701492537313433","m","675","0.96","hard","olders","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","195772","195752","0","196433","0","48992","56240","NA","0","NA","0","0","55194","197109","45528","NA","195751","LexicalDecision"
"No","600","1","1","LF","2","1","1","n","C:/Users/hulsm/Documents/School/Methods_CCS/Lexical_descision","573","legacy","xpyriment","0.9705882352941176","n","600","0.96","hard","buffers","5","48654","0","49010","NA","NA","NA","0","56261","48992","169661","197732","197710","0","198455","0","48992","56240","NA","0","NA","0","0","55194","199056","45528","NA","197709","LexicalDecision"
