"Practice","RT","accuracy","block","cond","condition","correct","correct_keyboard_response","correct_response","experiment_path","fixation_dur","keyboard_backend","mouse_backend","overall_accuracy","response_keyboard_response","response_time_keyboard_response","running_accuracy","stim_type","stimulus","subject_nr","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","449","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","484","legacy","xpyriment","1.0","n","449","1.0","hard","reviews","3","57700","0","57754","NA","NA","NA","0","68090","57753","54841","75576","75575","0","76096","0","57753","68086","NA","0","NA","0","0","66660","76546","54027","NA","75575","LexicalDecision"
"No","662","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","428","legacy","xpyriment","1.0","m","662","1.0","hard","hoeten","3","57700","0","57754","NA","NA","NA","0","68090","57753","54841","76632","76631","0","77092","0","57753","68086","NA","0","NA","0","0","66660","77755","54027","NA","76631","LexicalDecision"
"No","616","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","432","legacy","xpyriment","1.0","m","616","1.0","hard","serste","3","57700","0","57754","NA","NA","NA","0","68090","57753","54841","77841","77840","0","78315","0","57753","68086","NA","0","NA","0","0","66660","78932","54027","NA","77840","LexicalDecision"
"No","601","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","555","legacy","xpyriment","0.9","n","601","0.9","hard","roonde","3","57700","0","57754","NA","NA","NA","0","68090","57753","80230","79016","79015","0","79607","0","57753","68086","NA","0","NA","0","0","66660","80209","54027","NA","79015","LexicalDecision"
"No","586","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","489","legacy","xpyriment","0.8181818181818182","m","586","0.8181818181818182","hard","praters","3","57700","0","57754","NA","NA","NA","0","68090","57753","83474","82344","82343","0","82867","0","57753","68086","NA","0","NA","0","0","66660","83454","54027","NA","82343","LexicalDecision"
"No","832","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","404","legacy","xpyriment","0.8333333333333334","n","832","0.8333333333333334","easy","vriendin","3","57700","0","57754","NA","NA","NA","0","68090","57753","83474","85591","85590","0","86027","0","57753","68086","NA","0","NA","0","0","66660","86860","54027","NA","85590","LexicalDecision"
"No","508","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","504","legacy","xpyriment","0.8461538461538461","n","508","0.8461538461538461","hard","stafje","3","57700","0","57754","NA","NA","NA","0","68090","57753","83474","86944","86943","0","87487","0","57753","68086","NA","0","NA","0","0","66660","87996","54027","NA","86943","LexicalDecision"
"No","576","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","458","legacy","xpyriment","0.8571428571428571","n","576","0.8571428571428571","hard","spuitjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","83474","88080","88079","0","88575","0","57753","68086","NA","0","NA","0","0","66660","89152","54027","NA","88079","LexicalDecision"
"No","542","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","417","legacy","xpyriment","0.8666666666666667","n","542","0.8666666666666667","hard","vonkjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","83474","89237","89236","0","89686","0","57753","68086","NA","0","NA","0","0","66660","90229","54027","NA","89236","LexicalDecision"
"No","531","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","537","legacy","xpyriment","0.8125","n","531","0.8125","hard","grag","3","57700","0","57754","NA","NA","NA","0","68090","57753","91431","90313","90312","0","90878","0","57753","68086","NA","0","NA","0","0","66660","91410","54027","NA","90312","LexicalDecision"
"No","537","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","475","legacy","xpyriment","0.8235294117647058","n","537","0.8235294117647058","hard","buffers","3","57700","0","57754","NA","NA","NA","0","68090","57753","91431","93536","93535","0","94040","0","57753","68086","NA","0","NA","0","0","66660","94578","54027","NA","93535","LexicalDecision"
"No","507","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","549","legacy","xpyriment","0.8333333333333334","m","507","0.8333333333333334","easy","o'usd","3","57700","0","57754","NA","NA","NA","0","68090","57753","91431","94664","94663","0","95241","0","57753","68086","NA","0","NA","0","0","66660","95749","54027","NA","94663","LexicalDecision"
"No","987","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","561","legacy","xpyriment","0.8421052631578947","m","987","0.8421052631578947","easy","sgisend","3","57700","0","57754","NA","NA","NA","0","68090","57753","91431","95832","95831","0","96429","0","57753","68086","NA","0","NA","0","0","66660","97417","54027","NA","95831","LexicalDecision"
"No","624","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","440","legacy","xpyriment","0.85","n","624","0.85","hard","biscuit","3","57700","0","57754","NA","NA","NA","0","68090","57753","91431","97502","97501","0","97975","0","57753","68086","NA","0","NA","0","0","66660","98600","54027","NA","97500","LexicalDecision"
"No","706","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","591","legacy","xpyriment","0.8095238095238095","m","706","0.8095238095238095","hard","snobs","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","98683","98682","0","99312","0","57753","68086","NA","0","NA","0","0","66660","100019","54027","NA","98682","LexicalDecision"
"No","639","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","419","legacy","xpyriment","0.8181818181818182","m","639","0.8181818181818182","hard","lale","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","102140","102139","0","102589","0","57753","68086","NA","0","NA","0","0","66660","103229","54027","NA","102139","LexicalDecision"
"No","524","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","549","legacy","xpyriment","0.8260869565217391","m","524","0.8260869565217391","hard","pronder","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","103313","103312","0","103897","0","57753","68086","NA","0","NA","0","0","66660","104421","54027","NA","103312","LexicalDecision"
"No","590","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","488","legacy","xpyriment","0.8333333333333334","n","590","0.8333333333333334","hard","panty's","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","104506","104505","0","105024","0","57753","68086","NA","0","NA","0","0","66660","105614","54027","NA","104505","LexicalDecision"
"No","888","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","0.84","m","888","0.84","hard","hookte","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","105699","105698","0","106294","0","57753","68086","NA","0","NA","0","0","66660","107182","54027","NA","105698","LexicalDecision"
"No","886","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","570","legacy","xpyriment","0.8461538461538461","n","886","0.84","hard","wratjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","107268","107267","0","107871","0","57753","68086","NA","0","NA","0","0","66660","108757","54027","NA","107267","LexicalDecision"
"No","579","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","415","legacy","xpyriment","0.8518518518518519","n","579","0.84","hard","weekjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","108841","108840","0","109289","0","57753","68086","NA","0","NA","0","0","66660","109868","54027","NA","108840","LexicalDecision"
"No","664","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","466","legacy","xpyriment","0.8571428571428571","m","664","0.84","hard","geteel","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","109953","109952","0","110452","0","57753","68086","NA","0","NA","0","0","66660","111117","54027","NA","109952","LexicalDecision"
"No","816","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","508","legacy","xpyriment","0.8620689655172413","n","816","0.84","easy","volle","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","111200","111199","0","111744","0","57753","68086","NA","0","NA","0","0","66660","112561","54027","NA","111199","LexicalDecision"
"No","1317","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","405","legacy","xpyriment","0.8666666666666667","m","1317","0.84","hard","deul","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","112644","112643","0","113080","0","57753","68086","NA","0","NA","0","0","66660","114397","54027","NA","112643","LexicalDecision"
"No","651","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","468","legacy","xpyriment","0.8709677419354839","m","651","0.84","hard","strelg","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","114484","114483","0","114993","0","57753","68086","NA","0","NA","0","0","66660","115645","54027","NA","114483","LexicalDecision"
"No","739","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","445","legacy","xpyriment","0.875","m","739","0.84","hard","steet","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","115728","115727","0","116207","0","57753","68086","NA","0","NA","0","0","66660","116946","54027","NA","115727","LexicalDecision"
"No","564","1","1","Random","4","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","529","legacy","xpyriment","0.8787878787878788","m","564","0.84","easy","jivl","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","117029","117028","0","117589","0","57753","68086","NA","0","NA","0","0","66660","118154","54027","NA","117028","LexicalDecision"
"No","699","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","585","legacy","xpyriment","0.8823529411764706","n","699","0.84","hard","klaproos","3","57700","0","57754","NA","NA","NA","0","68090","57753","100039","118239","118238","0","118852","0","57753","68086","NA","0","NA","0","0","66660","119551","54027","NA","118238","LexicalDecision"
"No","779","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","480","legacy","xpyriment","0.8571428571428571","n","779","0.84","hard","lapij","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","119635","119634","0","120154","0","57753","68086","NA","0","NA","0","0","66660","120934","54027","NA","119634","LexicalDecision"
"No","581","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","555","legacy","xpyriment","0.8611111111111112","n","581","0.88","hard","bijzin","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","123072","123071","0","123664","0","57753","68086","NA","0","NA","0","0","66660","124246","54027","NA","123071","LexicalDecision"
"No","553","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","404","legacy","xpyriment","0.8648648648648649","n","553","0.88","hard","sponsen","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","124331","124330","0","124768","0","57753","68086","NA","0","NA","0","0","66660","125322","54027","NA","124330","LexicalDecision"
"No","525","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","554","legacy","xpyriment","0.868421052631579","n","525","0.88","hard","olijf","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","125407","125406","0","125997","0","57753","68086","NA","0","NA","0","0","66660","126523","54027","NA","125406","LexicalDecision"
"No","556","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","427","legacy","xpyriment","0.8717948717948718","n","556","0.88","hard","slijmen","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","126606","126605","0","127070","0","57753","68086","NA","0","NA","0","0","66660","127627","54027","NA","126605","LexicalDecision"
"No","439","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","451","legacy","xpyriment","0.875","n","439","0.88","hard","koordjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","127711","127710","0","128202","0","57753","68086","NA","0","NA","0","0","66660","128642","54027","NA","127710","LexicalDecision"
"No","475","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","465","legacy","xpyriment","0.8780487804878049","n","475","0.92","hard","vocaal","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","128725","128724","0","129225","0","57753","68086","NA","0","NA","0","0","66660","129701","54027","NA","128724","LexicalDecision"
"No","492","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","422","legacy","xpyriment","0.8809523809523809","n","492","0.92","easy","lachend","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","129784","129783","0","130245","0","57753","68086","NA","0","NA","0","0","66660","130738","54027","NA","129783","LexicalDecision"
"No","285","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","415","legacy","xpyriment","0.8837209302325582","n","285","0.92","hard","twijgje","3","57700","0","57754","NA","NA","NA","0","68090","57753","120954","130821","130820","0","131271","0","57753","68086","NA","0","NA","0","0","66660","131557","54027","NA","130820","LexicalDecision"
"No","302","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","478","legacy","xpyriment","0.8636363636363636","n","302","0.88","hard","pentool","3","57700","0","57754","NA","NA","NA","0","68090","57753","132474","131639","131638","0","132150","0","57753","68086","NA","0","NA","0","0","66660","132453","54027","NA","131638","LexicalDecision"
"No","1102","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","426","legacy","xpyriment","0.8666666666666667","n","1102","0.88","hard","vaklui","3","57700","0","57754","NA","NA","NA","0","68090","57753","132474","134591","134590","0","135052","0","57753","68086","NA","0","NA","0","0","66660","136155","54027","NA","134590","LexicalDecision"
"No","433","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","540","legacy","xpyriment","0.8695652173913043","n","433","0.92","hard","sausjes","3","57700","0","57754","NA","NA","NA","0","68090","57753","132474","136240","136239","0","136816","0","57753","68086","NA","0","NA","0","0","66660","137249","54027","NA","136239","LexicalDecision"
"No","450","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","543","legacy","xpyriment","0.8723404255319149","n","450","0.92","hard","kuddes","3","57700","0","57754","NA","NA","NA","0","68090","57753","132474","137334","137333","0","137913","0","57753","68086","NA","0","NA","0","0","66660","138364","54027","NA","137333","LexicalDecision"
"No","391","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","512","legacy","xpyriment","0.8541666666666666","n","391","0.88","hard","hege","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","138447","138446","0","138997","0","57753","68086","NA","0","NA","0","0","66660","139389","54027","NA","138446","LexicalDecision"
"No","576","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","400","legacy","xpyriment","0.8571428571428571","n","576","0.88","hard","logo","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","141526","141525","0","141962","0","57753","68086","NA","0","NA","0","0","66660","142539","54027","NA","141525","LexicalDecision"
"No","690","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","494","legacy","xpyriment","0.86","m","690","0.88","hard","blaan","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","142622","142621","0","143148","0","57753","68086","NA","0","NA","0","0","66660","143839","54027","NA","142621","LexicalDecision"
"No","799","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","562","legacy","xpyriment","0.8627450980392157","n","799","0.88","hard","koetje","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","143922","143921","0","144517","0","57753","68086","NA","0","NA","0","0","66660","145317","54027","NA","143921","LexicalDecision"
"No","644","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","513","legacy","xpyriment","0.8653846153846154","n","644","0.88","hard","plonsen","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","145400","145399","0","145944","0","57753","68086","NA","0","NA","0","0","66660","146589","54027","NA","145399","LexicalDecision"
"No","627","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","412","legacy","xpyriment","0.8679245283018868","n","627","0.88","hard","berging","3","57700","0","57754","NA","NA","NA","0","68090","57753","139409","146672","146671","0","147121","0","57753","68086","NA","0","NA","0","0","66660","147749","54027","NA","146671","LexicalDecision"
"No","585","0","1","Pseudo","3","0","0","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","474","legacy","xpyriment","0.8518518518518519","n","585","0.84","hard","jecht","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","147833","147832","0","148343","0","57753","68086","NA","0","NA","0","0","66660","148929","54027","NA","147832","LexicalDecision"
"No","876","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","535","legacy","xpyriment","0.8545454545454545","m","876","0.84","hard","breeg","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","151068","151067","0","151637","0","57753","68086","NA","0","NA","0","0","66660","152514","54027","NA","151067","LexicalDecision"
"No","1073","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","443","legacy","xpyriment","0.8571428571428571","m","1073","0.84","hard","vezig","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","152598","152597","0","153073","0","57753","68086","NA","0","NA","0","0","66660","154147","54027","NA","152597","LexicalDecision"
"No","666","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","405","legacy","xpyriment","0.8596491228070176","m","666","0.84","hard","penten","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","154231","154230","0","154668","0","57753","68086","NA","0","NA","0","0","66660","155335","54027","NA","154230","LexicalDecision"
"No","702","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","525","legacy","xpyriment","0.8620689655172413","n","702","0.84","easy","extra","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","155419","155418","0","155976","0","57753","68086","NA","0","NA","0","0","66660","156679","54027","NA","155417","LexicalDecision"
"No","556","1","1","HF","1","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","439","legacy","xpyriment","0.864406779661017","n","556","0.84","easy","kaas","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","156764","156763","0","157233","0","57753","68086","NA","0","NA","0","0","66660","157789","54027","NA","156763","LexicalDecision"
"No","760","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","534","legacy","xpyriment","0.8666666666666667","m","760","0.88","hard","cets","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","157873","157872","0","158441","0","57753","68086","NA","0","NA","0","0","66660","159202","54027","NA","157872","LexicalDecision"
"No","693","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","523","legacy","xpyriment","0.8688524590163934","m","693","0.88","hard","iezer","3","57700","0","57754","NA","NA","NA","0","68090","57753","148950","159285","159284","0","159843","0","57753","68086","NA","0","NA","0","0","66660","160536","54027","NA","159284","LexicalDecision"
"No","637","0","1","LF","2","0","0","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","584","legacy","xpyriment","0.8548387096774194","m","637","0.84","hard","bowling","3","57700","0","57754","NA","NA","NA","0","68090","57753","161897","160619","160618","0","161239","0","57753","68086","NA","0","NA","0","0","66660","161877","54027","NA","160618","LexicalDecision"
"No","1130","1","1","Pseudo","3","1","1","m","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","574","legacy","xpyriment","0.8571428571428571","m","1130","0.84","hard","tramen","3","57700","0","57754","NA","NA","NA","0","68090","57753","161897","164014","164013","0","164619","0","57753","68086","NA","0","NA","0","0","66660","165749","54027","NA","164013","LexicalDecision"
"No","728","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","553","legacy","xpyriment","0.859375","n","728","0.84","hard","mail","3","57700","0","57754","NA","NA","NA","0","68090","57753","161897","165835","165834","0","166425","0","57753","68086","NA","0","NA","0","0","66660","167154","54027","NA","165834","LexicalDecision"
"No","535","1","1","LF","2","1","1","n","/Users/florinecramer/Desktop/CCS 1/Methods in CCS/Methods_in_CCS","459","legacy","xpyriment","0.8615384615384616","n","535","0.84","hard","keeltje","3","57700","0","57754","NA","NA","NA","0","68090","57753","161897","167239","167238","0","167732","0","57753","68086","NA","0","NA","0","0","66660","168268","54027","NA","167238","LexicalDecision"
